call_id,date,technician_id,machine_id,issue_type,duration_hours
C04937,2024-03-11,T886,M2642,Electrical Fault,0.59
C04938,2023-03-21,T617,M4966,Mechanical Failure,0.03
C04939,2023-05-06,T199,M3974,Software Update,0.25
C04940,2023-02-28,T289,M1782,Inspection,1.3
C04941,2023-08-29,T114,M2668,Electrical Fault,3.79
C04942,2024-03-23,T846,M3288,Routine Maintenance,1.24
C04943,2023-09-09,T459,M1417,Sensor Replacement,1.51
C04944,2023-10-10,T946,M4295,Calibration,0.2
C04945,2023-07-31,T541,M3332,Emergency Repair,0.96
C04946,2023-03-08,T281,M1202,Calibration,1.41
C04947,2023-02-08,T149,M182,Inspection,0.24
C04948,2023-03-24,T282,M1023,Inspection,0.8
C04949,2024-01-25,T023,M3523,Emergency Repair,3.35
C04950,2024-03-07,T792,M245,Emergency Repair,11.2
C04951,2024-01-06,T319,M2679,Calibration,0.66
C04952,2024-06-02,T888,M3036,Software Update,0.75
C04953,2023-10-03,T027,M3213,Calibration,1.76
C04954,2023-02-16,T174,M3552,Sensor Replacement,0.08
C04955,2023-05-19,T880,M565,Software Update,2.81
C04956,2023-12-26,T873,M3147,Calibration,9.84
C04957,2024-04-27,T184,M4567,Emergency Repair,1.66
C04958,2023-12-16,T123,M3880,Emergency Repair,8.9
C04959,2023-09-25,T872,M2980,Electrical Fault,2.3
C04960,2024-03-16,T641,M123,Software Update,0.84
C04961,2024-03-04,T465,M1209,Sensor Replacement,7.74
C04962,2023-01-08,T913,M1548,Electrical Fault,4.23
C04963,2023-09-22,T029,M1299,Sensor Replacement,5.14
C04964,2023-08-18,T955,M2828,Mechanical Failure,2.79
C04965,2023-08-21,T321,M146,Inspection,1.09
C04966,2023-03-10,T173,M223,Calibration,0.87
C04967,2023-07-02,T170,M4262,Routine Maintenance,9.58
C04968,2024-06-04,T814,M4346,Software Update,6.97
C04969,2023-07-12,T933,M4642,Inspection,2.98
C04970,2023-04-06,T504,M2604,Electrical Fault,5.25
C04971,2024-05-29,T021,M4490,Emergency Repair,1.02
C04972,2023-08-25,T295,M2886,Electrical Fault,1.16
C04973,2023-03-14,T174,M1757,Emergency Repair,2.04
C04974,2024-06-27,T642,M3025,Software Update,1.5
C04975,2023-12-20,T371,M533,Routine Maintenance,0.96
C04976,2023-12-08,T250,M3458,Calibration,2.16
C04977,2023-10-18,T182,M564,Software Update,0.05
C04978,2024-04-02,T745,M1408,Routine Maintenance,1.82
C04979,2023-03-25,T123,M3329,Emergency Repair,5.11
C04980,2023-12-08,T509,M355,Calibration,1.23
C04981,2023-07-07,T584,M3077,Mechanical Failure,1.32
C04982,2023-06-28,T016,M1573,Calibration,5.28
C04983,2023-04-23,T571,M2727,Routine Maintenance,2.54
C04984,2023-03-09,T976,M2482,Emergency Repair,6.35
C04985,2024-01-21,T392,M092,Inspection,2.86
C04986,2023-03-09,T147,M761,Calibration,1.48
C04987,2023-08-05,T548,M1294,Inspection,1.21
C04988,2024-03-16,T567,M4106,Inspection,0.09
C04989,2024-05-18,T106,M2213,Emergency Repair,8.86
C04990,2023-03-05,T616,M3917,Calibration,3.02
C04991,2024-01-04,T522,M1280,Inspection,2.68
C04992,2023-01-10,T660,M4999,Routine Maintenance,2.4
C04993,2023-04-04,T158,M296,Calibration,3.6
C04994,2023-07-18,T051,M4343,Software Update,2.11
C04995,2023-11-10,T013,M4192,Mechanical Failure,0.33
C04996,2024-01-17,T631,M640,Software Update,0.4
C04997,2023-06-25,T441,M3110,Mechanical Failure,1.66
C04998,2023-12-25,T273,M4544,Calibration,3.11
C04999,2024-06-07,T593,M3062,Software Update,0.23
C05000,2024-06-27,T264,M797,Electrical Fault,0.99
C05001,2024-01-13,T194,M4377,Mechanical Failure,6.92
C05002,2023-08-13,T874,M3353,Inspection,1.81
C05003,2023-07-09,T784,M4340,Routine Maintenance,1.49
C05004,2023-09-22,T287,M3543,Inspection,17.68
C05005,2023-06-13,T411,M2262,Routine Maintenance,8.17
C05006,2024-06-25,T875,M2938,Mechanical Failure,5.46
C05007,2023-05-01,T541,M4610,Sensor Replacement,1.59
C05008,2023-05-31,T525,M009,Routine Maintenance,1.58
C05009,2024-06-26,T813,M1448,Inspection,0.83
C05010,2024-06-02,T421,M1627,Emergency Repair,3.27
C05011,2024-04-15,T612,M2863,Emergency Repair,2.07
C05012,2023-10-10,T803,M3678,Electrical Fault,1.42
C05013,2023-12-16,T432,M1165,Electrical Fault,5.68
C05014,2024-03-28,T151,M3710,Sensor Replacement,1.6
C05015,2023-08-09,T747,M3510,Routine Maintenance,5.01
C05016,2024-03-07,T802,M3399,Mechanical Failure,0.38
C05017,2023-08-18,T590,M1907,Inspection,4.16
C05018,2023-09-13,T271,M4200,Calibration,0.14
C05019,2023-05-14,T287,M2520,Software Update,9.98
C05020,2023-08-28,T502,M3565,Inspection,0.45
C05021,2023-05-29,T404,M2170,Inspection,1.11
C05022,2023-10-04,T625,M4349,Software Update,0.76
C05023,2024-01-12,T677,M4497,Sensor Replacement,1.26
C05024,2024-03-27,T469,M1312,Electrical Fault,1.26
C05025,2023-06-06,T514,M815,Electrical Fault,3.21
C05026,2024-05-15,T300,M2303,Inspection,3.0
C05027,2024-03-27,T531,M2091,Routine Maintenance,1.77
C05028,2024-05-04,T424,M3383,Calibration,0.3
C05029,2023-05-26,T121,M604,Software Update,0.86
C05030,2024-06-09,T013,M4332,Routine Maintenance,0.28
C05031,2023-08-06,T800,M1451,Software Update,0.55
C05032,2024-06-22,T353,M4331,Calibration,1.81
C05033,2023-07-25,T447,M1607,Software Update,5.37
C05034,2024-06-29,T098,M2981,Sensor Replacement,0.44
C05035,2024-04-08,T336,M3836,Inspection,1.6
C05036,2024-02-04,T282,M3611,Electrical Fault,4.13
C05037,2023-07-13,T854,M107,Routine Maintenance,11.93
C05038,2023-07-23,T170,M2837,Electrical Fault,2.8
C05039,2024-04-01,T030,M3169,Calibration,9.24
C05040,2024-05-20,T886,M2600,Sensor Replacement,2.87
C05041,2024-04-13,T370,M3916,Inspection,2.12
C05042,2023-07-15,T600,M535,Calibration,0.54
C05043,2023-02-23,T309,M378,Calibration,1.11
C05044,2023-02-22,T455,M3540,Inspection,9.25
C05045,2024-06-02,T170,M2600,Routine Maintenance,5.26
C05046,2023-01-05,T057,M3814,Electrical Fault,3.98
C05047,2024-06-07,T932,M3520,Calibration,3.61
C05048,2024-03-02,T196,M793,Emergency Repair,0.98
C05049,2023-10-22,T846,M1130,Mechanical Failure,0.76
C05050,2024-06-29,T976,M2391,Mechanical Failure,0.41
C05051,2023-05-03,T560,M711,Routine Maintenance,1.47
C05052,2024-05-23,T359,M3565,Software Update,4.01
C05053,2023-07-21,T313,M1659,Routine Maintenance,0.47
C05054,2023-12-17,T185,M4080,Sensor Replacement,2.04
C05055,2024-03-13,T883,M1839,Sensor Replacement,0.2
C05056,2023-06-18,T598,M4623,Mechanical Failure,2.2
C05057,2023-10-22,T229,M2376,Routine Maintenance,2.83
C05058,2024-04-02,T809,M4159,Software Update,1.82
C05059,2024-01-08,T477,M1301,Inspection,2.75
C05060,2024-06-03,T754,M1334,Sensor Replacement,1.31
C05061,2023-04-11,T157,M1553,Mechanical Failure,0.25
C05062,2024-05-06,T039,M4938,Routine Maintenance,1.45
C05063,2023-12-05,T329,M1969,Emergency Repair,4.61
C05064,2024-01-26,T982,M426,Emergency Repair,1.33
C05065,2023-08-06,T450,M3004,Electrical Fault,0.45
C05066,2024-03-08,T209,M4934,Software Update,10.81
C05067,2023-04-05,T182,M4955,Mechanical Failure,0.12
C05068,2023-06-30,T456,M4884,Mechanical Failure,0.09
C05069,2023-10-11,T097,M4654,Mechanical Failure,2.42
C05070,2023-01-10,T271,M1361,Sensor Replacement,3.67
C05071,2023-08-08,T488,M3673,Software Update,5.9
C05072,2023-01-29,T431,M1013,Routine Maintenance,8.59
C05073,2023-01-30,T849,M1421,Calibration,10.87
C05074,2024-06-02,T465,M1264,Mechanical Failure,3.87
C05075,2024-03-14,T492,M4295,Mechanical Failure,1.36
C05076,2024-01-31,T891,M2239,Electrical Fault,1.57
C05077,2023-05-19,T512,M036,Routine Maintenance,12.91
C05078,2024-03-29,T772,M738,Calibration,0.02
C05079,2023-10-17,T743,M2449,Sensor Replacement,9.95
C05080,2024-05-25,T709,M2390,Calibration,1.78
C05081,2024-01-20,T011,M1058,Calibration,0.58
C05082,2023-06-13,T707,M1131,Calibration,3.27
C05083,2023-06-25,T246,M2395,Inspection,1.45
C05084,2023-09-29,T534,M1062,Mechanical Failure,4.98
C05085,2024-01-05,T784,M1261,Calibration,1.86
C05086,2023-01-09,T524,M4948,Calibration,3.63
C05087,2023-07-01,T571,M1263,Mechanical Failure,0.17
C05088,2023-12-20,T922,M3511,Emergency Repair,0.08
C05089,2024-03-13,T390,M2216,Inspection,0.72
C05090,2023-07-17,T983,M859,Emergency Repair,2.72
C05091,2024-01-16,T495,M158,Software Update,4.56
C05092,2024-02-28,T237,M1720,Routine Maintenance,0.15
C05093,2023-03-27,T073,M2982,Emergency Repair,0.02
C05094,2023-05-19,T266,M2938,Calibration,3.17
C05095,2023-03-05,T970,M1070,Software Update,7.08
C05096,2023-07-04,T482,M4751,Inspection,6.27
C05097,2023-01-24,T449,M3717,Routine Maintenance,1.28
C05098,2023-02-20,T499,M2782,Inspection,0.43
C05099,2024-06-28,T567,M3696,Routine Maintenance,0.6
C05100,2023-07-27,T913,M3641,Electrical Fault,4.03
C05101,2023-04-19,T169,M3361,Sensor Replacement,1.23
C05102,2024-06-23,T898,M4946,Electrical Fault,1.54
C05103,2023-03-18,T828,M2321,Emergency Repair,3.57
C05104,2023-04-23,T395,M3710,Emergency Repair,0.64
C05105,2023-05-11,T929,M3193,Emergency Repair,2.02
C05106,2023-09-08,T634,M4281,Routine Maintenance,6.79
C05107,2024-01-07,T466,M1533,Mechanical Failure,0.63
C05108,2024-01-07,T470,M3081,Routine Maintenance,1.09
C05109,2024-03-09,T063,M2514,Routine Maintenance,4.45
C05110,2023-11-17,T018,M2085,Electrical Fault,0.42
C05111,2023-11-21,T378,M1077,Mechanical Failure,1.62
C05112,2023-01-20,T020,M168,Routine Maintenance,0.47
C05113,2023-04-26,T138,M4867,Electrical Fault,2.21
C05114,2023-12-27,T040,M901,Software Update,3.15
C05115,2023-08-06,T790,M4371,Routine Maintenance,1.94
C05116,2023-01-12,T376,M2520,Electrical Fault,0.41
C05117,2023-07-06,T905,M3221,Inspection,6.73
C05118,2024-06-12,T433,M1381,Software Update,0.24
C05119,2024-04-05,T701,M3248,Calibration,13.26
C05120,2024-03-31,T600,M1141,Sensor Replacement,3.97
C05121,2023-04-30,T466,M2779,Routine Maintenance,5.31
C05122,2023-12-09,T253,M2628,Mechanical Failure,5.24
C05123,2023-03-25,T423,M3090,Emergency Repair,0.64
C05124,2023-11-22,T055,M4803,Inspection,1.67
C05125,2023-01-06,T976,M4177,Sensor Replacement,3.56
C05126,2023-05-08,T028,M2966,Software Update,0.98
C05127,2024-04-11,T898,M2706,Mechanical Failure,1.63
C05128,2023-06-01,T225,M3383,Mechanical Failure,0.35
C05129,2023-08-25,T726,M2276,Emergency Repair,2.77
C05130,2023-11-10,T484,M3382,Sensor Replacement,1.38
C05131,2023-09-30,T110,M041,Routine Maintenance,1.26
C05132,2023-07-26,T215,M2991,Sensor Replacement,3.47
C05133,2023-02-09,T234,M1463,Sensor Replacement,2.61
C05134,2023-06-27,T801,M4210,Sensor Replacement,5.58
C05135,2023-07-12,T169,M599,Electrical Fault,0.16
C05136,2024-01-30,T163,M4319,Sensor Replacement,0.05
C05137,2023-04-14,T795,M3372,Inspection,6.66
C05138,2024-04-21,T805,M3021,Mechanical Failure,6.43
C05139,2023-11-11,T848,M2477,Emergency Repair,3.47
C05140,2024-05-10,T990,M2468,Software Update,1.08
C05141,2023-03-05,T546,M2780,Inspection,2.42
C05142,2024-03-29,T222,M4930,Software Update,1.09
C05143,2023-06-02,T226,M4433,Inspection,4.82
C05144,2023-06-08,T052,M3355,Routine Maintenance,2.79
C05145,2024-06-23,T584,M110,Mechanical Failure,2.85
C05146,2023-08-17,T856,M1316,Sensor Replacement,1.2
C05147,2023-03-31,T970,M4542,Mechanical Failure,0.58
C05148,2023-04-22,T800,M3744,Routine Maintenance,0.02
C05149,2023-09-20,T737,M794,Sensor Replacement,0.7
C05150,2023-06-01,T617,M2344,Calibration,2.04
C05151,2023-07-27,T631,M1595,Inspection,1.64
C05152,2024-02-28,T264,M3056,Routine Maintenance,4.58
C05153,2024-05-06,T078,M4769,Inspection,2.77
C05154,2024-01-17,T119,M1010,Sensor Replacement,1.07
C05155,2024-02-04,T230,M140,Inspection,0.68
C05156,2023-07-09,T448,M2960,Emergency Repair,2.67
C05157,2024-06-25,T237,M2056,Software Update,6.01
C05158,2024-06-01,T898,M2031,Mechanical Failure,1.59
C05159,2023-09-29,T747,M3784,Emergency Repair,1.01
C05160,2024-06-14,T985,M1146,Calibration,2.16
C05161,2023-03-04,T105,M747,Software Update,7.27
C05162,2024-05-02,T943,M1385,Inspection,0.43
C05163,2024-03-06,T003,M3724,Electrical Fault,2.87
C05164,2023-12-31,T425,M4320,Electrical Fault,4.58
C05165,2023-05-14,T313,M532,Routine Maintenance,0.64
C05166,2024-05-10,T113,M3726,Calibration,1.9
C05167,2024-01-17,T076,M4788,Inspection,1.46
C05168,2023-05-26,T685,M4150,Inspection,1.11
C05169,2024-05-07,T910,M4846,Electrical Fault,2.71
C05170,2023-03-02,T876,M1351,Emergency Repair,12.5
C05171,2023-06-30,T1000,M1982,Inspection,3.88
C05172,2023-04-13,T926,M3321,Emergency Repair,6.82
C05173,2023-12-17,T712,M1116,Routine Maintenance,0.84
C05174,2023-09-05,T220,M4623,Electrical Fault,5.89
C05175,2024-06-28,T938,M2748,Sensor Replacement,1.76
C05176,2024-03-07,T311,M3170,Inspection,1.34
C05177,2024-02-12,T140,M4840,Inspection,8.87
C05178,2023-12-30,T662,M3347,Software Update,1.15
C05179,2023-05-23,T304,M2138,Calibration,3.69
C05180,2023-02-08,T611,M1606,Sensor Replacement,2.2
C05181,2023-12-25,T725,M1755,Routine Maintenance,1.86
C05182,2023-07-17,T507,M645,Inspection,1.93
C05183,2023-03-12,T213,M847,Software Update,1.51
C05184,2023-10-12,T282,M2704,Calibration,13.88
C05185,2023-03-11,T656,M2026,Software Update,8.76
C05186,2024-02-05,T668,M3783,Inspection,3.46
C05187,2023-01-20,T808,M4865,Mechanical Failure,2.1
C05188,2024-04-09,T125,M737,Emergency Repair,1.27
C05189,2023-08-10,T860,M1943,Electrical Fault,6.26
C05190,2023-07-27,T754,M4632,Sensor Replacement,0.28
C05191,2024-05-06,T904,M1301,Inspection,0.02
C05192,2024-01-09,T179,M2147,Routine Maintenance,1.9
C05193,2023-04-16,T606,M2568,Software Update,0.21
C05194,2023-10-13,T713,M614,Emergency Repair,3.04
C05195,2023-08-25,T132,M825,Inspection,0.99
C05196,2023-08-08,T444,M3135,Calibration,6.76
C05197,2024-02-26,T968,M2280,Mechanical Failure,0.24
C05198,2024-01-22,T227,M2012,Software Update,5.32
C05199,2023-02-03,T245,M1306,Calibration,1.02
C05200,2023-02-03,T754,M3932,Sensor Replacement,1.84
C05201,2023-04-13,T767,M4839,Software Update,0.3
C05202,2024-04-27,T088,M314,Sensor Replacement,1.47
C05203,2023-03-30,T116,M700,Mechanical Failure,6.99
C05204,2024-05-24,T879,M2441,Mechanical Failure,2.89
C05205,2023-09-25,T403,M940,Mechanical Failure,0.67
C05206,2024-05-18,T375,M2556,Calibration,2.87
C05207,2024-06-19,T499,M2985,Inspection,3.0
C05208,2023-07-19,T092,M3697,Software Update,0.57
C05209,2023-08-05,T757,M2105,Routine Maintenance,2.57
C05210,2024-04-04,T674,M3241,Electrical Fault,2.0
C05211,2023-07-04,T797,M1502,Routine Maintenance,0.33
C05212,2023-11-20,T454,M3027,Electrical Fault,0.88
C05213,2023-08-26,T293,M3559,Routine Maintenance,2.85
C05214,2024-05-09,T395,M1720,Routine Maintenance,3.88
C05215,2023-12-05,T815,M3665,Emergency Repair,0.48
C05216,2023-01-09,T365,M2207,Calibration,2.21
C05217,2023-12-26,T567,M1538,Routine Maintenance,3.62
C05218,2023-10-31,T180,M1237,Calibration,0.35
C05219,2024-06-02,T185,M1655,Electrical Fault,1.17
C05220,2024-06-04,T530,M2280,Inspection,1.31
C05221,2023-02-06,T013,M1711,Emergency Repair,0.71
C05222,2024-01-20,T786,M1597,Electrical Fault,3.07
C05223,2024-03-11,T153,M4098,Mechanical Failure,0.89
C05224,2023-12-10,T797,M1325,Mechanical Failure,1.51
C05225,2023-11-19,T393,M4424,Sensor Replacement,4.8
C05226,2023-10-30,T613,M1766,Mechanical Failure,0.76
C05227,2023-07-13,T491,M3606,Emergency Repair,0.76
C05228,2024-06-12,T033,M4987,Software Update,5.2
C05229,2023-12-14,T166,M1133,Mechanical Failure,0.97
C05230,2023-08-14,T618,M1121,Software Update,0.1
C05231,2024-01-13,T955,M120,Software Update,2.04
C05232,2023-11-03,T733,M3519,Emergency Repair,1.21
C05233,2024-06-24,T700,M4414,Calibration,0.52
C05234,2023-04-26,T309,M2869,Inspection,1.04
C05235,2023-12-12,T866,M2362,Inspection,0.65
C05236,2023-08-21,T964,M1808,Routine Maintenance,2.91
C05237,2024-06-08,T439,M4791,Inspection,6.1
C05238,2023-06-15,T279,M4825,Inspection,10.78
C05239,2023-09-01,T033,M699,Inspection,1.97
C05240,2023-03-14,T072,M341,Electrical Fault,1.49
C05241,2023-01-31,T994,M3797,Emergency Repair,0.9
C05242,2023-10-17,T686,M061,Emergency Repair,1.03
C05243,2023-04-26,T454,M4413,Software Update,1.45
C05244,2024-06-23,T122,M990,Inspection,11.01
C05245,2023-03-09,T260,M1522,Emergency Repair,2.82
C05246,2023-04-30,T943,M3271,Electrical Fault,0.92
C05247,2023-01-04,T715,M418,Electrical Fault,0.19
C05248,2023-10-30,T586,M733,Mechanical Failure,3.23
C05249,2024-05-10,T303,M3073,Inspection,4.55
C05250,2023-10-28,T603,M4121,Calibration,1.08
C05251,2023-04-15,T836,M1531,Sensor Replacement,4.23
C05252,2024-01-06,T252,M4801,Emergency Repair,0.41
C05253,2023-06-30,T965,M101,Software Update,1.18
C05254,2024-02-21,T117,M2197,Calibration,9.2
C05255,2024-01-07,T104,M3702,Sensor Replacement,3.55
C05256,2023-02-18,T255,M3092,Emergency Repair,1.1
C05257,2024-05-08,T651,M2257,Mechanical Failure,0.16
C05258,2023-07-17,T810,M4884,Inspection,0.66
C05259,2023-01-27,T633,M2467,Emergency Repair,2.2
C05260,2023-12-30,T070,M3350,Calibration,1.23
C05261,2023-11-11,T611,M1269,Calibration,1.02
C05262,2024-05-22,T630,M2505,Sensor Replacement,6.53
C05263,2023-12-02,T665,M1691,Routine Maintenance,0.42
C05264,2023-06-22,T799,M2477,Calibration,0.64
C05265,2023-12-21,T376,M2292,Mechanical Failure,0.17
C05266,2024-03-23,T532,M1814,Sensor Replacement,3.98
C05267,2023-07-31,T700,M3938,Routine Maintenance,0.4
C05268,2023-06-06,T003,M363,Emergency Repair,1.71
C05269,2023-04-24,T209,M3317,Mechanical Failure,6.36
C05270,2023-05-26,T855,M2627,Mechanical Failure,0.07
C05271,2023-02-06,T378,M4929,Mechanical Failure,4.15
C05272,2023-02-16,T953,M2797,Sensor Replacement,0.43
C05273,2023-09-30,T022,M3443,Sensor Replacement,0.17
C05274,2023-07-28,T794,M504,Calibration,10.13
C05275,2023-12-10,T450,M4463,Electrical Fault,1.85
C05276,2023-08-20,T343,M2859,Mechanical Failure,0.78
C05277,2024-02-23,T133,M3361,Inspection,4.16
C05278,2023-04-30,T705,M4719,Inspection,0.94
C05279,2024-03-28,T711,M2700,Mechanical Failure,0.02
C05280,2023-09-22,T302,M2132,Routine Maintenance,3.94
C05281,2024-02-07,T563,M1297,Sensor Replacement,4.38
C05282,2024-03-02,T036,M4117,Software Update,1.68
C05283,2023-06-20,T284,M3745,Emergency Repair,1.89
C05284,2023-10-30,T226,M2393,Electrical Fault,0.68
C05285,2023-03-21,T948,M334,Emergency Repair,0.64
C05286,2023-10-26,T551,M1569,Routine Maintenance,0.77
C05287,2023-02-21,T781,M3844,Emergency Repair,2.29
C05288,2023-02-12,T419,M2979,Mechanical Failure,0.62
C05289,2024-06-06,T571,M582,Electrical Fault,3.3
C05290,2023-01-23,T499,M3141,Software Update,0.78
C05291,2023-07-21,T596,M1156,Routine Maintenance,0.49
C05292,2024-01-28,T513,M2827,Inspection,1.01
C05293,2023-04-21,T593,M4270,Routine Maintenance,2.0
C05294,2024-06-25,T575,M4475,Inspection,0.58
C05295,2023-11-23,T633,M2559,Routine Maintenance,0.87
C05296,2023-08-20,T805,M4046,Electrical Fault,2.8
C05297,2023-07-09,T696,M948,Software Update,1.54
C05298,2023-03-13,T749,M1953,Routine Maintenance,2.11
C05299,2023-03-21,T689,M4793,Sensor Replacement,0.09
C05300,2023-12-26,T071,M4912,Emergency Repair,0.79
C05301,2024-04-13,T215,M1680,Inspection,1.57
C05302,2023-10-15,T922,M1687,Calibration,0.35
C05303,2023-05-03,T741,M4280,Emergency Repair,5.04
C05304,2024-03-10,T154,M1012,Mechanical Failure,1.94
C05305,2023-01-21,T592,M3952,Inspection,0.86
C05306,2023-06-20,T284,M4772,Inspection,7.38
C05307,2023-07-07,T832,M2419,Inspection,3.3
C05308,2023-03-03,T242,M2934,Software Update,0.18
C05309,2023-02-05,T232,M401,Software Update,1.29
C05310,2024-06-12,T899,M1755,Emergency Repair,1.16
C05311,2023-06-27,T006,M3630,Electrical Fault,5.28
C05312,2023-03-05,T397,M1569,Software Update,1.12
C05313,2023-06-29,T488,M3992,Inspection,1.33
C05314,2023-12-25,T936,M330,Mechanical Failure,0.48
C05315,2024-02-29,T572,M4408,Electrical Fault,1.34
C05316,2023-04-24,T758,M1669,Electrical Fault,0.58
C05317,2023-04-16,T592,M4996,Electrical Fault,0.4
C05318,2024-03-11,T005,M1285,Sensor Replacement,6.97
C05319,2023-06-16,T300,M4265,Sensor Replacement,0.81
C05320,2023-10-31,T595,M4805,Inspection,1.05
C05321,2023-07-04,T690,M3765,Calibration,2.55
C05322,2023-07-28,T513,M1798,Sensor Replacement,1.93
C05323,2023-05-21,T570,M1653,Inspection,3.63
C05324,2023-07-14,T912,M4994,Electrical Fault,1.74
C05325,2023-08-27,T259,M258,Calibration,2.99
C05326,2023-01-17,T930,M1243,Calibration,0.92
C05327,2023-05-19,T768,M1041,Inspection,0.52
C05328,2023-09-16,T345,M2798,Emergency Repair,1.12
C05329,2023-03-14,T262,M1493,Software Update,1.25
C05330,2024-04-02,T350,M4629,Mechanical Failure,1.35
C05331,2023-08-16,T173,M4441,Electrical Fault,1.43
C05332,2023-07-18,T972,M3865,Mechanical Failure,0.36
C05333,2024-01-24,T559,M3592,Software Update,0.27
C05334,2023-02-07,T197,M1694,Routine Maintenance,2.85
C05335,2023-12-03,T584,M4835,Software Update,0.15
C05336,2023-12-14,T876,M679,Sensor Replacement,0.99
C05337,2024-06-24,T855,M2599,Calibration,0.7
C05338,2024-02-10,T417,M2636,Software Update,2.04
C05339,2023-09-29,T249,M3998,Mechanical Failure,6.67
C05340,2023-07-19,T335,M567,Sensor Replacement,1.48
C05341,2023-09-02,T797,M3881,Routine Maintenance,2.55
C05342,2024-05-22,T247,M1063,Software Update,0.38
C05343,2023-07-03,T712,M305,Software Update,1.74
C05344,2023-12-22,T959,M3790,Routine Maintenance,6.93
C05345,2024-03-21,T268,M2710,Electrical Fault,0.92
C05346,2023-06-16,T065,M712,Emergency Repair,1.14
C05347,2024-01-16,T400,M4523,Routine Maintenance,0.13
C05348,2023-10-25,T969,M2349,Emergency Repair,1.02
C05349,2023-12-20,T519,M3474,Calibration,1.95
C05350,2023-08-11,T573,M3775,Sensor Replacement,3.24
C05351,2023-01-19,T194,M1623,Electrical Fault,0.54
C05352,2024-04-22,T913,M4518,Calibration,3.2
C05353,2023-02-24,T255,M4256,Mechanical Failure,0.09
C05354,2024-02-16,T125,M3503,Sensor Replacement,2.15
C05355,2023-10-14,T318,M159,Calibration,4.88
C05356,2023-08-11,T175,M2835,Sensor Replacement,4.68
C05357,2023-02-15,T696,M4357,Routine Maintenance,4.2
C05358,2024-04-06,T081,M3192,Mechanical Failure,8.24
C05359,2023-05-17,T828,M2529,Sensor Replacement,1.86
C05360,2023-10-13,T637,M1638,Sensor Replacement,3.8
C05361,2023-12-06,T577,M2217,Inspection,1.62
C05362,2023-01-28,T501,M4730,Calibration,0.16
C05363,2024-06-08,T908,M3730,Emergency Repair,1.13
C05364,2023-12-21,T298,M3567,Emergency Repair,0.29
C05365,2023-02-05,T300,M3625,Mechanical Failure,9.84
C05366,2023-04-29,T553,M4438,Inspection,0.27
C05367,2023-08-04,T076,M4203,Routine Maintenance,2.76
C05368,2023-02-19,T220,M4372,Calibration,4.69
C05369,2023-12-21,T981,M4892,Software Update,0.18
C05370,2023-06-09,T715,M3762,Mechanical Failure,1.1
C05371,2024-03-01,T204,M512,Calibration,0.74
C05372,2024-04-03,T177,M450,Emergency Repair,0.26
C05373,2023-05-08,T314,M017,Routine Maintenance,0.74
C05374,2024-04-30,T371,M4514,Mechanical Failure,8.21
C05375,2023-06-09,T861,M4069,Emergency Repair,4.16
C05376,2023-02-23,T052,M3919,Sensor Replacement,0.35
C05377,2023-03-18,T218,M3995,Emergency Repair,1.49
C05378,2023-01-19,T949,M3562,Sensor Replacement,2.08
C05379,2023-05-28,T842,M3371,Emergency Repair,1.89
C05380,2023-06-22,T291,M701,Routine Maintenance,1.84
C05381,2023-02-07,T325,M2637,Emergency Repair,2.44
C05382,2024-06-23,T074,M1496,Routine Maintenance,2.26
C05383,2024-03-22,T070,M2006,Sensor Replacement,1.3
C05384,2023-06-22,T830,M181,Mechanical Failure,1.66
C05385,2024-06-11,T736,M2267,Sensor Replacement,0.04
C05386,2023-04-08,T695,M1197,Inspection,1.59
C05387,2023-10-30,T615,M343,Electrical Fault,2.47
C05388,2023-11-08,T023,M3649,Emergency Repair,1.6
C05389,2023-10-16,T807,M3104,Software Update,1.45
C05390,2023-10-18,T675,M2602,Calibration,9.05
C05391,2024-01-28,T476,M2709,Software Update,0.28
C05392,2023-02-19,T954,M248,Software Update,0.07
C05393,2023-07-25,T061,M3640,Electrical Fault,0.32
C05394,2024-04-06,T168,M4035,Routine Maintenance,1.33
C05395,2023-07-29,T335,M1711,Software Update,0.33
C05396,2023-07-29,T129,M4200,Emergency Repair,0.22
C05397,2023-07-10,T555,M468,Calibration,1.11
C05398,2023-05-21,T923,M4829,Software Update,6.16
C05399,2024-04-07,T806,M1707,Sensor Replacement,3.8
C05400,2024-03-01,T909,M1813,Software Update,1.2
C05401,2023-11-02,T998,M2915,Emergency Repair,6.65
C05402,2024-05-31,T992,M2816,Electrical Fault,6.26
C05403,2024-01-10,T947,M1907,Calibration,0.01
C05404,2024-02-21,T457,M1135,Emergency Repair,1.31
C05405,2024-06-18,T838,M3666,Emergency Repair,3.18
C05406,2024-01-02,T708,M865,Routine Maintenance,1.37
C05407,2023-08-04,T473,M2571,Emergency Repair,7.51
C05408,2023-03-17,T943,M3334,Inspection,2.31
C05409,2024-06-03,T878,M748,Software Update,2.64
C05410,2024-01-21,T203,M4336,Mechanical Failure,0.39
C05411,2023-07-02,T452,M2770,Inspection,0.32
C05412,2024-04-21,T207,M778,Sensor Replacement,10.46
C05413,2023-06-01,T152,M1456,Emergency Repair,2.33
C05414,2024-05-29,T779,M316,Calibration,0.91
C05415,2023-07-28,T616,M1950,Electrical Fault,0.27
C05416,2023-02-25,T218,M4710,Calibration,0.78
C05417,2023-12-23,T734,M2544,Emergency Repair,6.66
