call_id,satisfaction_score,comment,feedback_delay_days
C05293,5,Resolved the issue quickly,3
C05294,4,Communication could be better,7
C05295,4,Quick and efficient,0
C05296,4,Quick and efficient,3
C05297,5,Would appreciate faster response next time,3
C05298,4,Took longer than expected.,1
C05299,3,Took longer than expected.,0
C05300,5,Quick and efficient,0
C05301,4,Communication could be better,0
C05302,4,Took longer than expected.,0
C05303,4,Took longer than expected.,7
C05304,4,Would appreciate faster response next time,7
C05305,5,Issue still persists,1
C05306,3,Quick and efficient,7
C05307,4,Quick and efficient,1
C05308,4,Took longer than expected.,7
C05309,5,Took longer than expected.,1
C05310,4,Would appreciate faster response next time,7
C05311,5,,3
C05312,4,Technician was very professional,2
C05313,4,Great Service.,1
C05314,5,Issue still persists,7
C05315,4,Issue still persists,2
C05316,5,Issue still persists,7
C05317,5,Would appreciate faster response next time,0
C05318,3,Great Service.,1
C05319,5,Would appreciate faster response next time,3
C05320,4,Took longer than expected.,14
C05321,3,Everything was fine,7
C05322,4,Issue still persists,14
C05323,4,Issue still persists,0
C05324,4,Everything was fine,0
C05325,5,Would appreciate faster response next time,2
C05326,2,Resolved the issue quickly,1
C05327,4,Everything was fine,7
C05328,3,Great Service.,14
C05329,1,Technician was very professional,14
C05330,5,Resolved the issue quickly,2
C05331,4,Took longer than expected.,1
C05332,4,Would appreciate faster response next time,0
C05333,4,,1
C05334,3,Great Service.,1
C05335,3,Issue still persists,7
C05336,4,Resolved the issue quickly,5
C05337,2,,3
C05338,5,Everything was fine,1
C05339,5,Technician was very professional,7
C05340,5,Issue still persists,1
C05341,5,Communication could be better,5
C05342,4,Would appreciate faster response next time,5
C05343,5,Technician was very professional,1
C05344,4,Resolved the issue quickly,0
C05345,1,Communication could be better,14
C05346,5,Everything was fine,1
C05347,3,Great Service.,1
C05348,4,Great Service.,5
C05349,2,Took longer than expected.,7
C05350,5,Everything was fine,5
C05351,3,Technician was very professional,0
C05352,3,Quick and efficient,7
C05353,4,Everything was fine,7
C05354,5,Issue still persists,14
C05355,3,Issue still persists,14
C05356,3,,5
C05357,5,Would appreciate faster response next time,7
C05358,5,Everything was fine,0
C05359,1,Technician was very professional,14
C05360,5,Communication could be better,14
C05361,3,,2
C05362,2,Great Service.,1
C05363,3,Would appreciate faster response next time,3
C05364,4,Great Service.,0
C05365,1,Technician was very professional,1
C05366,4,,5
C05367,4,Great Service.,5
C05368,3,Took longer than expected.,3
C05369,5,Communication could be better,3
C05370,4,Technician was very professional,0
C05371,5,,7
C05372,5,Quick and efficient,1
C05373,5,Issue still persists,14
C05374,2,Quick and efficient,14
C05375,5,Issue still persists,0
C05376,5,Technician was very professional,3
C05377,5,Great Service.,1
C05378,2,Would appreciate faster response next time,3
C05379,4,Communication could be better,2
C05380,5,Took longer than expected.,3
C05381,2,Quick and efficient,0
C05382,2,Would appreciate faster response next time,0
C05383,5,Resolved the issue quickly,7
C05384,2,Quick and efficient,1
C05385,4,Would appreciate faster response next time,14
C05386,3,Took longer than expected.,1
C05387,5,Issue still persists,2
C05388,2,Issue still persists,7
C05389,4,Quick and efficient,14
C05390,3,Communication could be better,2
C05391,2,Technician was very professional,5
C05392,4,Took longer than expected.,0
C05393,2,,7
C05394,2,Issue still persists,2
C05395,2,Quick and efficient,5
C05396,4,Quick and efficient,5
C05397,4,Issue still persists,14
C05398,5,Communication could be better,3
C05399,4,Communication could be better,3
C05400,2,Quick and efficient,3
C05401,3,Would appreciate faster response next time,14
C05402,5,Resolved the issue quickly,3
C05403,5,Technician was very professional,7
C05404,5,Resolved the issue quickly,5
C05405,4,Took longer than expected.,7
C05406,5,Resolved the issue quickly,14
C05407,2,Great Service.,14
C05408,3,Issue still persists,5
C05409,2,Took longer than expected.,14
C05410,4,Quick and efficient,2
C05411,5,Technician was very professional,2
C05412,2,Technician was very professional,5
C05413,4,,3
C05414,3,Great Service.,7
C05415,5,Communication could be better,2
C05416,5,Great Service.,7
C05417,5,,1
C05418,1,Communication could be better,7
C05419,4,Quick and efficient,14
C05420,5,Technician was very professional,14
C05421,2,Took longer than expected.,2
C05422,5,Quick and efficient,7
C05423,2,Communication could be better,0
C05424,1,Would appreciate faster response next time,7
C05425,5,Issue still persists,1
C05426,5,Everything was fine,2
C05427,2,Everything was fine,0
C05428,5,Would appreciate faster response next time,7
C05429,5,,2
C05430,3,Resolved the issue quickly,2
C05431,2,Issue still persists,2
C05432,5,Issue still persists,5
C05433,3,Resolved the issue quickly,2
C05434,5,Technician was very professional,2
C05435,4,Great Service.,3
C05436,3,Took longer than expected.,2
C05437,5,Everything was fine,0
C05438,1,Issue still persists,0
C05439,4,Would appreciate faster response next time,5
C05440,2,Quick and efficient,2
C05441,3,Quick and efficient,1
C05442,5,Quick and efficient,5
C05443,5,Everything was fine,14
C05444,5,,5
C05445,5,Issue still persists,1
C05446,5,Everything was fine,5
C05447,4,Great Service.,14
C05448,5,Took longer than expected.,3
C05449,5,Great Service.,2
C05450,3,Would appreciate faster response next time,14
C05451,5,Communication could be better,2
C05452,5,,5
C05453,4,,2
C05454,5,Communication could be better,2
C05455,4,Took longer than expected.,0
C05456,5,Everything was fine,2
C05457,5,Quick and efficient,3
C05458,1,Communication could be better,0
C05459,5,,5
C05460,5,Would appreciate faster response next time,5
C05461,5,Took longer than expected.,0
C05462,4,Technician was very professional,5
C05463,4,Technician was very professional,14
C05464,3,Quick and efficient,3
C05465,5,Communication could be better,2
C05466,5,Quick and efficient,3
C05467,5,Great Service.,7
C05468,3,Quick and efficient,2
C05469,2,Communication could be better,3
C05470,5,Everything was fine,7
C05471,2,,7
C05472,4,Great Service.,14
C05473,3,Took longer than expected.,7
C05474,4,Issue still persists,7
C05475,5,Took longer than expected.,14
C05476,3,Issue still persists,7
C05477,5,Great Service.,14
C05478,4,Great Service.,1
C05479,4,Quick and efficient,2
C05480,5,Communication could be better,1
C05481,5,Technician was very professional,2
C05482,5,Took longer than expected.,7
C05483,4,Would appreciate faster response next time,2
C05484,3,Would appreciate faster response next time,1
C05485,4,Would appreciate faster response next time,14
C05486,5,Everything was fine,0
C05487,5,Resolved the issue quickly,7
C05488,3,Communication could be better,2
C05489,4,,0
C05490,3,Great Service.,2
C05491,3,Would appreciate faster response next time,14
C05492,5,,2
C05493,5,Would appreciate faster response next time,0
C05494,5,Great Service.,0
C05495,5,,5
C05496,3,Resolved the issue quickly,1
C05497,5,Issue still persists,5
C05498,4,Took longer than expected.,5
C05499,4,Communication could be better,0
C05500,3,Issue still persists,0
C05501,5,Quick and efficient,7
C05502,3,,7
C05503,3,Would appreciate faster response next time,0
C05504,1,Great Service.,14
C05505,2,Took longer than expected.,0
C05506,4,Great Service.,5
C05507,4,Communication could be better,5
C05508,4,Took longer than expected.,2
C05509,3,Took longer than expected.,5
C05510,4,Took longer than expected.,1
C05511,5,Technician was very professional,5
C05512,4,,14
C05513,1,Took longer than expected.,1
C05514,3,Great Service.,1
C05515,4,Quick and efficient,3
C05516,3,Resolved the issue quickly,5
C05517,3,Resolved the issue quickly,1
C05518,2,Quick and efficient,0
C05519,2,Communication could be better,1
C05520,4,Would appreciate faster response next time,7
C05521,3,Issue still persists,14
C05522,5,Took longer than expected.,1
C05523,4,Technician was very professional,7
C05524,3,Great Service.,2
C05525,4,Issue still persists,0
C05526,5,,5
C05527,4,Quick and efficient,1
C05528,5,Great Service.,7
C05529,5,Communication could be better,7
C05530,3,Took longer than expected.,1
C05531,4,Quick and efficient,7
C05532,4,Quick and efficient,3
C05533,5,Resolved the issue quickly,14
C05534,3,Everything was fine,7
C05535,4,,14
C05536,5,Communication could be better,14
C05537,4,Would appreciate faster response next time,3
C05538,5,Technician was very professional,14
C05539,4,,14
C05540,4,Would appreciate faster response next time,1
C05541,2,Would appreciate faster response next time,0
C05542,3,Technician was very professional,7
C05543,5,Resolved the issue quickly,14
C05544,2,Quick and efficient,0
C05545,4,Everything was fine,14
C05546,5,Took longer than expected.,2
C05547,5,Quick and efficient,0
C05548,3,Technician was very professional,2
C05549,2,Great Service.,0
C05550,5,Resolved the issue quickly,2
C05551,5,,1
C05552,5,Great Service.,2
C05553,2,Would appreciate faster response next time,0
C05554,5,Took longer than expected.,1
C05555,5,Great Service.,5
C05556,5,Took longer than expected.,0
C05557,4,Communication could be better,2
C05558,5,Communication could be better,7
C05559,3,Resolved the issue quickly,7
C05560,3,Would appreciate faster response next time,1
C05561,5,Technician was very professional,0
C05562,4,Technician was very professional,14
C05563,4,Would appreciate faster response next time,7
C05564,4,Communication could be better,7
C05565,5,Resolved the issue quickly,1
C05566,4,Issue still persists,1
C05567,4,,14
C05568,5,Everything was fine,5
C05569,3,Issue still persists,7
C05570,5,Would appreciate faster response next time,2
C05571,5,Issue still persists,3
C05572,5,Technician was very professional,0
C05573,4,Took longer than expected.,3
C05574,5,Quick and efficient,3
C05575,4,Resolved the issue quickly,5
C05576,4,Would appreciate faster response next time,3
C05577,5,Took longer than expected.,0
C05578,3,Everything was fine,14
C05579,5,Technician was very professional,1
C05580,4,Everything was fine,7
C05581,4,Everything was fine,5
C05582,4,Issue still persists,0
C05583,5,Would appreciate faster response next time,2
C05584,5,Communication could be better,1
C05585,4,Would appreciate faster response next time,3
C05586,5,Quick and efficient,14
C05587,4,,3
C05588,5,Quick and efficient,7
C05589,4,Great Service.,2
C05590,3,Took longer than expected.,3
C05591,5,Took longer than expected.,7
C05592,3,Resolved the issue quickly,14
C05593,4,Quick and efficient,7
C05594,4,Resolved the issue quickly,5
C05595,2,,0
C05596,3,Took longer than expected.,3
C05597,2,Technician was very professional,0
C05598,4,Resolved the issue quickly,2
C05599,4,Technician was very professional,3
C05600,5,,1
C05601,4,Would appreciate faster response next time,1
C05602,2,Issue still persists,3
C05603,5,Issue still persists,2
C05604,5,Took longer than expected.,14
C05605,4,Everything was fine,1
C05606,3,Issue still persists,3
C05607,3,Communication could be better,14
C05608,4,Would appreciate faster response next time,0
C05609,3,Would appreciate faster response next time,0
C05610,2,Resolved the issue quickly,5
C05611,2,Technician was very professional,3
C05612,2,Quick and efficient,5
C05613,5,Took longer than expected.,0
C05614,5,Everything was fine,14
C05615,5,Resolved the issue quickly,1
C05616,5,Would appreciate faster response next time,5
C05617,5,Communication could be better,14
C05618,4,,3
C05619,3,Resolved the issue quickly,1
C05620,3,,2
C05621,2,Great Service.,1
C05622,3,,3
C05623,2,Would appreciate faster response next time,7
C05624,5,Issue still persists,5
C05625,3,Communication could be better,0
C05626,1,Issue still persists,1
C05627,4,Took longer than expected.,2
C05628,2,,0
C05629,2,Would appreciate faster response next time,0
C05630,4,,7
C05631,5,Technician was very professional,2
C05632,4,Would appreciate faster response next time,3
C05633,4,Communication could be better,3
C05634,4,,5
C05635,5,Took longer than expected.,1
C05636,5,,3
C05637,4,Would appreciate faster response next time,7
C05638,5,Issue still persists,14
C05639,2,Communication could be better,1
C05640,4,Quick and efficient,14
C05641,5,Quick and efficient,14
C05642,4,Technician was very professional,5
C05643,4,,1
C05644,4,Quick and efficient,7
C05645,2,Issue still persists,7
C05646,3,Issue still persists,1
C05647,4,Quick and efficient,2
C05648,4,Communication could be better,7
C05649,3,Quick and efficient,2
C05650,3,Everything was fine,1
C05651,5,Quick and efficient,0
C05652,4,Great Service.,14
C05653,4,Technician was very professional,1
C05654,3,,14
C05655,3,Great Service.,5
C05656,5,Took longer than expected.,14
C05657,4,Technician was very professional,14
C05658,4,Great Service.,3
C05659,4,Technician was very professional,7
C05660,5,,5
C05661,5,Would appreciate faster response next time,7
C05662,4,Issue still persists,0
C05663,5,Quick and efficient,0
C05664,1,Everything was fine,1
C05665,5,,0
C05666,2,Issue still persists,14
C05667,5,Quick and efficient,3
C05668,5,Great Service.,3
C05669,3,Resolved the issue quickly,1
C05670,4,Resolved the issue quickly,5
C05671,4,Quick and efficient,7
C05672,5,Quick and efficient,0
C05673,3,Would appreciate faster response next time,5
C05674,4,Great Service.,14
C05675,3,Issue still persists,0
C05676,5,Great Service.,0
C05677,5,Technician was very professional,5
C05678,3,Resolved the issue quickly,2
C05679,4,Resolved the issue quickly,7
C05680,3,Great Service.,1
C05681,4,Took longer than expected.,5
C05682,1,Issue still persists,14
C05683,3,Communication could be better,0
C05684,5,Took longer than expected.,14
C05685,4,,0
C05686,1,Would appreciate faster response next time,5
C05687,5,Took longer than expected.,14
C05688,3,Everything was fine,14
C05689,3,Communication could be better,7
C05690,3,Everything was fine,5
C05691,5,Would appreciate faster response next time,5
C05692,3,Would appreciate faster response next time,5
C05693,5,Issue still persists,2
C05694,2,Issue still persists,1
C05695,3,Technician was very professional,1
C05696,5,Technician was very professional,2
C05697,3,,5
C05698,5,Resolved the issue quickly,3
C05699,5,Technician was very professional,2
C05700,5,Communication could be better,2
C05701,3,Quick and efficient,7
C05702,4,,5
C05703,4,Would appreciate faster response next time,2
C05704,5,Everything was fine,14
C05705,5,Great Service.,0
C05706,2,Everything was fine,3
C05707,4,Great Service.,0
C05708,3,Would appreciate faster response next time,0
C05709,2,Resolved the issue quickly,0
C05710,3,Took longer than expected.,3
C05711,3,Quick and efficient,14
C05712,4,Issue still persists,14
C05713,5,Quick and efficient,3
C05714,4,,1
C05715,5,Issue still persists,0
C05716,3,Technician was very professional,7
C05717,5,Resolved the issue quickly,2
C05718,3,Took longer than expected.,3
C05719,5,,2
C05720,3,Issue still persists,1
C05721,4,Issue still persists,0
C05722,2,Would appreciate faster response next time,2
C05723,3,Took longer than expected.,3
C05724,2,Resolved the issue quickly,5
C05725,5,Would appreciate faster response next time,2
C05726,4,Technician was very professional,0
C05727,2,Everything was fine,1
C05728,4,Would appreciate faster response next time,14
C05729,5,Took longer than expected.,14
C05730,5,,14
C05731,4,Communication could be better,0
C05732,4,Would appreciate faster response next time,3
C05733,5,Communication could be better,14
C05734,5,Everything was fine,5
C05735,5,Resolved the issue quickly,2
C05736,2,Communication could be better,7
C05737,5,Resolved the issue quickly,5
C05738,1,Everything was fine,7
C05739,3,Issue still persists,5
C05740,1,Resolved the issue quickly,1
C05741,3,Issue still persists,7
C05742,1,Took longer than expected.,1
C05743,4,Resolved the issue quickly,1
C05744,5,,7
C05745,3,Took longer than expected.,1
C05746,5,Issue still persists,7
C05747,4,Everything was fine,7
C05748,4,Issue still persists,0
C05749,2,Great Service.,7
C05750,3,Issue still persists,7
C05751,5,Would appreciate faster response next time,5
C05752,3,Communication could be better,0
C05753,3,Everything was fine,3
C05754,4,Great Service.,0
C05755,5,Quick and efficient,1
C05756,5,Would appreciate faster response next time,3
C05757,4,Issue still persists,5
C05758,1,Resolved the issue quickly,3
C05759,5,Great Service.,0
C05760,3,Issue still persists,7
C05761,5,Communication could be better,2
C05762,5,Technician was very professional,14
C05763,3,Issue still persists,1
C05764,5,Issue still persists,5
C05765,5,,14
C05766,5,Great Service.,5
C05767,5,Would appreciate faster response next time,3
C05768,4,Everything was fine,5
C05769,5,Issue still persists,3
C05770,3,Technician was very professional,3
C05771,1,Took longer than expected.,7
C05772,1,Would appreciate faster response next time,0
C05773,4,Technician was very professional,3
C05774,3,Issue still persists,1
C05775,5,Communication could be better,5
C05776,4,Would appreciate faster response next time,7
C05777,5,Issue still persists,14
C05778,5,Resolved the issue quickly,3
C05779,5,,2
C05780,5,,0
C05781,4,Would appreciate faster response next time,1
C05782,5,Communication could be better,2
C05783,4,Technician was very professional,14
C05784,4,Resolved the issue quickly,3
C05785,3,Quick and efficient,3
C05786,5,Would appreciate faster response next time,1
C05787,5,Great Service.,14
C05788,5,Issue still persists,3
C05789,4,Took longer than expected.,2
C05790,5,Great Service.,3
C05791,3,Everything was fine,7
C05792,2,Technician was very professional,0
C05793,5,Issue still persists,5
C05794,4,,1
C05795,4,Issue still persists,14
C05796,2,Technician was very professional,7
C05797,3,Took longer than expected.,1
C05798,5,Issue still persists,7
C05799,4,Issue still persists,0
C05800,1,Would appreciate faster response next time,2
C05801,4,Took longer than expected.,2
C05802,4,Resolved the issue quickly,0
C05803,2,,5
C05804,5,Everything was fine,3
C05805,5,Technician was very professional,14
C05806,2,Took longer than expected.,7
C05807,5,Took longer than expected.,5
C05808,3,Resolved the issue quickly,5
C05809,1,Resolved the issue quickly,14
C05810,4,Would appreciate faster response next time,1
C05811,3,Technician was very professional,7
C05812,5,Resolved the issue quickly,0
C05813,4,Great Service.,0
C05814,5,Issue still persists,14
C05815,5,Quick and efficient,2
C05816,4,,2
C05817,4,Communication could be better,7
C05818,5,Technician was very professional,7
C05819,5,Quick and efficient,7
C05820,4,Technician was very professional,5
C05821,5,,3
C05822,5,,7
C05823,1,Would appreciate faster response next time,7
C05824,3,Technician was very professional,7
C05825,4,Communication could be better,0
C05826,4,Great Service.,5
C05827,4,,7
C05828,2,Would appreciate faster response next time,2
C05829,3,Quick and efficient,7
C05830,4,,3
C05831,4,Technician was very professional,14
C05832,3,Everything was fine,2
C05833,4,Quick and efficient,3
C05834,4,Resolved the issue quickly,3
C05835,3,Communication could be better,0
C05836,4,Communication could be better,0
C05837,4,Issue still persists,14
C05838,4,Would appreciate faster response next time,0
C05839,5,Everything was fine,3
C05840,3,Quick and efficient,1
C05841,5,Communication could be better,2
C05842,4,Would appreciate faster response next time,3
C05843,4,Would appreciate faster response next time,2
C05844,2,Would appreciate faster response next time,2
C05845,5,Great Service.,1
C05846,4,Took longer than expected.,7
C05847,5,Technician was very professional,7
C05848,4,Technician was very professional,1
C05849,5,Quick and efficient,5
C05850,2,Technician was very professional,5
C05851,2,Great Service.,14
C05852,4,Quick and efficient,1
C05853,3,Resolved the issue quickly,14
C05854,2,Technician was very professional,5
C05855,5,,2
C05856,5,Communication could be better,5
C05857,5,Communication could be better,1
C05858,4,Resolved the issue quickly,2
C05859,4,,5
C05860,5,Quick and efficient,7
C05861,5,Communication could be better,3
C05862,4,,3
C05863,4,Communication could be better,2
C05864,2,Great Service.,5
C05865,5,Communication could be better,2
C05866,3,Great Service.,2
C05867,2,Issue still persists,2
C05868,5,Everything was fine,2
C05869,3,Quick and efficient,14
C05870,3,Issue still persists,5
C05871,4,Technician was very professional,1
C05872,3,Great Service.,2
C05873,4,Communication could be better,5
C05874,5,Took longer than expected.,5
C05875,5,Quick and efficient,3
C05876,2,Everything was fine,14
C05877,3,Took longer than expected.,3
C05878,4,,0
C05879,4,Issue still persists,1
C05880,4,Took longer than expected.,0
C05881,5,Everything was fine,1
C05882,4,Quick and efficient,7
C05883,5,Communication could be better,7
C05884,3,Quick and efficient,0
C05885,4,Communication could be better,0
C05886,4,Took longer than expected.,0
C05887,5,Everything was fine,5
C05888,5,Great Service.,1
C05889,3,Great Service.,0
C05890,4,Issue still persists,2
C05891,3,Resolved the issue quickly,14
C05892,5,Quick and efficient,0
C05893,4,,7
C05894,3,Everything was fine,1
C05895,3,Communication could be better,14
C05896,3,,0
C05897,4,Communication could be better,14
C05898,3,Resolved the issue quickly,5
C05899,4,Technician was very professional,0
C05900,2,Took longer than expected.,5
C05901,1,Communication could be better,3
C05902,5,Everything was fine,14
C05903,4,Took longer than expected.,7
C05904,5,Communication could be better,14
C05905,4,Resolved the issue quickly,1
C05906,5,Took longer than expected.,0
C05907,3,Would appreciate faster response next time,14
C05908,2,Resolved the issue quickly,7
C05909,5,Issue still persists,1
C05910,4,Great Service.,14
C05911,4,Great Service.,14
C05912,3,Would appreciate faster response next time,5
C05913,5,Resolved the issue quickly,14
C05914,3,Took longer than expected.,0
C05915,5,Resolved the issue quickly,5
C05916,2,Issue still persists,14
C05917,2,Resolved the issue quickly,5
C05918,5,Took longer than expected.,0
C05919,1,Quick and efficient,1
C05920,3,Quick and efficient,2
C05921,5,Great Service.,1
C05922,2,Great Service.,5
C05923,5,Took longer than expected.,3
C05924,1,Great Service.,0
C05925,5,,14
C05926,3,Issue still persists,1
C05927,4,Technician was very professional,1
C05928,2,Great Service.,1
C05929,5,,7
C05930,4,Great Service.,0
C05931,5,Quick and efficient,14
C05932,4,Communication could be better,1
C05933,3,Quick and efficient,7
C05934,4,Communication could be better,14
C05935,5,Issue still persists,2
C05936,5,Would appreciate faster response next time,1
C05937,2,Resolved the issue quickly,5
C05938,2,Would appreciate faster response next time,3
C05939,3,Quick and efficient,14
C05940,5,Took longer than expected.,7
C05941,5,Issue still persists,5
C05942,5,Great Service.,1
C05943,4,Resolved the issue quickly,14
C05944,4,Issue still persists,0
C05945,4,Everything was fine,7
C05946,5,Everything was fine,0
C05947,2,Technician was very professional,7
C05948,1,Everything was fine,3
C05949,4,Great Service.,14
C05950,3,Took longer than expected.,2
C05951,3,Communication could be better,2
C05952,5,Everything was fine,2
C05953,5,Quick and efficient,3
C05954,3,Would appreciate faster response next time,1
C05955,4,Resolved the issue quickly,0
C05956,3,Great Service.,5
C05957,5,Would appreciate faster response next time,7
C05958,4,Technician was very professional,0
C05959,3,Would appreciate faster response next time,3
C05960,5,Took longer than expected.,3
C05961,5,Everything was fine,3
C05962,5,Would appreciate faster response next time,5
C05963,5,Great Service.,3
C05964,1,Issue still persists,7
C05965,4,Technician was very professional,3
C05966,1,Great Service.,5
C05967,4,Technician was very professional,3
C05968,4,Would appreciate faster response next time,3
C05969,5,Communication could be better,5
C05970,4,,0
C05971,5,,1
C05972,3,Would appreciate faster response next time,2
C05973,3,Quick and efficient,1
C05974,5,Issue still persists,1
C05975,5,Technician was very professional,7
C05976,4,Would appreciate faster response next time,5
C05977,5,Took longer than expected.,5
C05978,3,Issue still persists,5
C05979,5,Issue still persists,5
C05980,5,Took longer than expected.,1
C05981,5,Took longer than expected.,0
C05982,5,Took longer than expected.,2
C05983,4,Issue still persists,7
C05984,2,Would appreciate faster response next time,14
C05985,5,,5
C05986,5,Technician was very professional,2
C05987,1,Technician was very professional,5
C05988,3,Quick and efficient,1
C05989,5,Everything was fine,7
C05990,5,Would appreciate faster response next time,5
C05991,3,Would appreciate faster response next time,5
C05992,3,Communication could be better,14
C05993,5,Would appreciate faster response next time,0
C05994,5,Took longer than expected.,3
C05995,1,Technician was very professional,7
C05996,3,Quick and efficient,7
C05997,4,Resolved the issue quickly,5
C05998,1,Took longer than expected.,0
C05999,5,Issue still persists,3
C06000,3,Resolved the issue quickly,14
C06001,2,,5
C06002,3,Resolved the issue quickly,0
C06003,5,Quick and efficient,5
C06004,2,,0
C06005,5,Quick and efficient,3
C06006,3,Took longer than expected.,2
C06007,4,Communication could be better,1
C06008,3,Everything was fine,3
C06009,4,Great Service.,1
C06010,5,Quick and efficient,0
C06011,5,Communication could be better,3
C06012,5,Everything was fine,2
C06013,5,Quick and efficient,0
C06014,3,,7
C06015,5,Would appreciate faster response next time,3
C06016,3,Communication could be better,7
C06017,4,Issue still persists,14
C06018,3,Great Service.,0
C06019,5,Quick and efficient,2
C06020,4,Resolved the issue quickly,14
C06021,3,Communication could be better,5
C06022,2,Great Service.,5
C06023,3,Quick and efficient,7
C06024,2,Resolved the issue quickly,7
C06025,4,Issue still persists,14
C06026,1,Issue still persists,5
C06027,5,Technician was very professional,3
C06028,5,Took longer than expected.,7
C06029,2,Communication could be better,14
C06030,5,Quick and efficient,7
C06031,5,Quick and efficient,0
C06032,4,Technician was very professional,2
C06033,4,Took longer than expected.,3
C06034,5,Communication could be better,14
C06035,4,Took longer than expected.,5
C06036,5,Great Service.,3
C06037,5,Would appreciate faster response next time,1
C06038,5,Quick and efficient,2
C06039,4,Resolved the issue quickly,3
C06040,4,Resolved the issue quickly,3
C06041,2,Everything was fine,0
C06042,5,,3
C06043,5,,0
C06044,3,Great Service.,3
C06045,3,Technician was very professional,14
C06046,2,Quick and efficient,14
C06047,3,Would appreciate faster response next time,7
C06048,2,Resolved the issue quickly,3
C06049,5,Issue still persists,1
C06050,5,Took longer than expected.,3
C06051,4,Technician was very professional,3
C06052,4,Technician was very professional,2
C06053,5,Would appreciate faster response next time,2
C06054,2,Resolved the issue quickly,14
C06055,3,Resolved the issue quickly,2
C06056,5,Communication could be better,0
C06057,2,Would appreciate faster response next time,14
C06058,4,Would appreciate faster response next time,0
C06059,4,,1
C06060,4,Technician was very professional,14
C06061,4,Would appreciate faster response next time,0
C06062,4,Quick and efficient,5
C06063,4,Resolved the issue quickly,14
C06064,2,Communication could be better,14
C06065,4,Great Service.,0
C06066,5,Communication could be better,1
C06067,3,Resolved the issue quickly,5
C06068,5,,3
C06069,3,,14
C06070,5,Would appreciate faster response next time,14
C06071,3,Great Service.,3
C06072,5,Technician was very professional,1
C06073,5,Resolved the issue quickly,1
C06074,5,Communication could be better,5
C06075,4,Would appreciate faster response next time,2
C06076,4,Resolved the issue quickly,5
C06077,5,Would appreciate faster response next time,0
C06078,5,Took longer than expected.,3
C06079,3,Issue still persists,0
C06080,3,Quick and efficient,7
C06081,5,Communication could be better,7
C06082,4,Would appreciate faster response next time,5
C06083,2,Great Service.,1
C06084,3,,1
C06085,4,Resolved the issue quickly,0
C06086,5,Everything was fine,1
C06087,2,Would appreciate faster response next time,3
C06088,4,Technician was very professional,2
C06089,5,Took longer than expected.,14
C06090,3,Resolved the issue quickly,5
C06091,1,Issue still persists,5
C06092,4,Everything was fine,1
C06093,4,Quick and efficient,1
C06094,4,Communication could be better,1
C06095,5,Took longer than expected.,14
C06096,1,Great Service.,0
C06097,5,Resolved the issue quickly,0
C06098,3,Communication could be better,2
C06099,1,Would appreciate faster response next time,14
C06100,3,,1
C06101,5,Took longer than expected.,2
C06102,2,Everything was fine,14
C06103,4,Took longer than expected.,14
C06104,5,Everything was fine,2
C06105,3,Everything was fine,14
C06106,1,Everything was fine,14
C06107,5,Great Service.,2
C06108,4,Great Service.,14
C06109,5,Resolved the issue quickly,0
C06110,5,,7
C06111,2,Resolved the issue quickly,0
C06112,5,Issue still persists,1
C06113,4,Quick and efficient,5
C06114,5,Took longer than expected.,2
C06115,4,Quick and efficient,2
C06116,4,Everything was fine,5
C06117,5,Everything was fine,0
C06118,3,Communication could be better,3
C06119,4,Would appreciate faster response next time,2
C06120,3,Issue still persists,7
C06121,3,Quick and efficient,1
C06122,5,Issue still persists,3
C06123,5,Everything was fine,3
C06124,4,,1
C06125,4,Would appreciate faster response next time,1
C06126,4,Technician was very professional,3
C06127,4,Great Service.,7
C06128,4,Everything was fine,14
C06129,4,Everything was fine,1
C06130,2,Great Service.,1
C06131,5,Everything was fine,14
C06132,5,Quick and efficient,2
C06133,3,Quick and efficient,2
C06134,5,Took longer than expected.,5
C06135,3,Would appreciate faster response next time,1
C06136,5,Everything was fine,2
C06137,1,Great Service.,7
C06138,5,Took longer than expected.,3
C06139,5,Issue still persists,7
C06140,2,Technician was very professional,1
C06141,5,Great Service.,2
C06142,4,Quick and efficient,1
C06143,5,Issue still persists,7
C06144,5,Communication could be better,3
C06145,4,Great Service.,2
C06146,4,Great Service.,3
C06147,4,Quick and efficient,7
C06148,2,Great Service.,0
C06149,2,Great Service.,3
C06150,5,Quick and efficient,7
C06151,3,Issue still persists,3
C06152,5,,2
C06153,5,Took longer than expected.,7
C06154,5,Resolved the issue quickly,2
C06155,5,Great Service.,3
C06156,5,Resolved the issue quickly,7
C06157,3,Technician was very professional,0
C06158,5,Issue still persists,5
C06159,5,Would appreciate faster response next time,2
C06160,5,Communication could be better,0
C06161,4,Communication could be better,2
C06162,2,Great Service.,7
C06163,5,Would appreciate faster response next time,5
C06164,5,Would appreciate faster response next time,14
C06165,4,Issue still persists,2
C06166,3,Quick and efficient,2
C06167,5,Communication could be better,2
C06168,4,,0
C06169,4,Issue still persists,3
C06170,4,Quick and efficient,7
C06171,2,Would appreciate faster response next time,3
C06172,5,Resolved the issue quickly,1
C06173,4,Communication could be better,3
C06174,5,Took longer than expected.,1
C06175,4,Took longer than expected.,0
C06176,5,Resolved the issue quickly,0
C06177,3,Took longer than expected.,2
C06178,3,Resolved the issue quickly,14
C06179,4,Everything was fine,14
C06180,5,Took longer than expected.,2
