machine_id,type,install_date,region,status
M2501,Pump,2022-11-24,South,Active
M2502,Conveyor,2024-12-31,East,Active
M2503,Welder,2025-06-07,South,Inactive
M2504,Grinder,2023-11-26,East,Active
M2505,Compressor,2022-12-26,North,Active
M2506,Packaging Unit,2022-11-15,South,Active
M2507,Conveyor,2025-04-05,North,Active
M2508,3D Print,2023-06-12,South,Active
M2509,Drill,2023-06-04,South,Inactive
M2510,Furnace,2025-01-29,South,Inactive
M2511,Laser Cutter,2025-05-21,North,Inactive
M2512,Grinder,2024-04-23,West,Active
M2513,Compressor,2023-07-30,West,Active
M2514,Grinder,2025-05-28,North,Inactive
M2515,Laser Cutter,2024-03-05,South,Inactive
M2516,Drill,2025-01-08,South,Active
M2517,Grinder,2023-07-16,East,Active
M2518,Press,2024-10-30,West,Inactive
M2519,Drill,2023-12-20,West,Inactive
M2520,Press,2023-12-04,North,Active
M2521,3D Print,2023-09-07,East,Inactive
M2522,Conveyor,2024-02-11,North,Inactive
M2523,CNC-Machine,2024-01-11,North,Active
M2524,Furnace,2024-10-30,North,Inactive
M2525,Mixer,2025-01-13,West,Active
M2526,Press,2022-08-28,West,Active
M2527,Pump,2025-05-29,North,Inactive
M2528,Drill,2022-12-11,North,Inactive
M2529,Mixer,2023-04-21,East,Inactive
M2530,Drill,2024-05-08,West,Active
M2531,Pump,2025-04-07,East,Inactive
M2532,Mixer,2023-11-17,South,Inactive
M2533,Lathe,2024-12-11,South,Inactive
M2534,Welder,2022-11-03,North,Active
M2535,Drill,2024-12-15,South,Active
M2536,Mixer,2024-06-22,South,Inactive
M2537,Pump,2025-05-04,South,Active
M2538,Pump,2024-05-29,East,Active
M2539,Grinder,2023-05-14,East,Active
M2540,3D Print,2022-10-22,East,Active
M2541,Furnace,2022-08-04,South,Inactive
M2542,Furnace,2023-03-09,West,Active
M2543,CNC-Machine,2022-12-06,East,Inactive
M2544,Drill,2023-08-02,East,Active
M2545,Laser Cutter,2023-09-05,North,Inactive
M2546,Lathe,2023-02-04,North,Active
M2547,Furnace,2024-03-08,South,Active
M2548,Mixer,2023-04-13,North,Inactive
M2549,Drill,2022-09-23,West,Inactive
M2550,Compressor,2024-10-16,North,Active
M2551,Furnace,2023-02-05,South,Active
M2552,Lathe,2023-06-26,South,Inactive
M2553,Welder,2024-09-15,North,Active
M2554,Laser Cutter,2025-05-30,South,Active
M2555,Lathe,2023-04-15,North,Active
M2556,Mixer,2025-04-26,South,Active
M2557,Press,2025-03-20,West,Inactive
M2558,Furnace,2023-12-05,West,Active
M2559,Drill,2022-10-09,West,Active
M2560,CNC-Machine,2024-09-16,East,Inactive
M2561,Packaging Unit,2023-10-06,West,Inactive
M2562,Welder,2023-09-26,South,Inactive
M2563,Lathe,2024-08-10,South,Active
M2564,CNC-Machine,2023-04-21,North,Inactive
M2565,Conveyor,2024-12-25,North,Inactive
M2566,CNC-Machine,2025-06-12,East,Inactive
M2567,Mixer,2023-05-31,East,Active
M2568,Pump,2022-12-31,North,Active
M2569,Furnace,2024-10-31,North,Active
M2570,Press,2025-06-05,North,Inactive
M2571,Press,2022-10-08,East,Active
M2572,Laser Cutter,2022-10-01,North,Inactive
M2573,Press,2024-01-24,East,Active
M2574,Drill,2023-12-09,East,Inactive
M2575,Welder,2025-06-03,West,Active
M2576,Grinder,2022-12-06,South,Inactive
M2577,Packaging Unit,2025-07-08,West,Active
M2578,Mixer,2023-01-29,North,Inactive
M2579,Compressor,2022-12-05,South,Inactive
M2580,Pump,2024-05-14,South,Active
M2581,Lathe,2022-10-31,North,Active
M2582,Grinder,2025-06-14,South,Inactive
M2583,CNC-Machine,2022-11-25,East,Inactive
M2584,CNC-Machine,2023-04-04,West,Inactive
M2585,3D Print,2024-10-05,East,Active
M2586,Packaging Unit,2024-10-20,North,Inactive
M2587,Welder,2022-12-31,East,Active
M2588,Press,2024-01-30,East,Active
M2589,Pump,2022-12-28,South,Active
M2590,Mixer,2024-01-19,North,Inactive
M2591,Conveyor,2023-02-28,East,Active
M2592,Furnace,2025-03-15,North,Inactive
M2593,Laser Cutter,2024-12-05,South,Inactive
M2594,Packaging Unit,2024-05-14,North,Active
M2595,Pump,2025-04-08,West,Active
M2596,Furnace,2024-03-17,East,Active
M2597,Welder,2023-10-11,East,Active
M2598,CNC-Machine,2023-01-06,West,Active
M2599,Press,2023-02-20,East,Inactive
M2600,Lathe,2023-07-23,South,Active
M2601,Furnace,2024-12-29,West,Active
M2602,CNC-Machine,2023-01-29,North,Inactive
M2603,Drill,2023-03-29,East,Active
M2604,Packaging Unit,2025-01-02,West,Active
M2605,Mixer,2024-12-17,South,Active
M2606,Laser Cutter,2024-09-29,South,Inactive
M2607,Laser Cutter,2024-09-02,North,Inactive
M2608,Conveyor,2022-11-17,West,Inactive
M2609,Conveyor,2024-04-13,South,Active
M2610,Mixer,2025-02-21,North,Active
M2611,Lathe,2024-10-02,North,Inactive
M2612,CNC-Machine,2025-02-28,South,Inactive
M2613,Packaging Unit,2024-08-21,West,Inactive
M2614,Mixer,2023-05-11,South,Active
M2615,Press,2024-06-07,South,Active
M2616,CNC-Machine,2025-01-17,South,Inactive
M2617,Mixer,2025-06-01,South,Inactive
M2618,Conveyor,2024-09-05,South,Inactive
M2619,3D Print,2024-09-07,West,Inactive
M2620,Packaging Unit,2024-11-06,North,Active
M2621,Mixer,2024-04-20,South,Active
M2622,Mixer,2024-06-26,South,Inactive
M2623,Drill,2023-04-25,West,Inactive
M2624,Lathe,2024-06-24,North,Inactive
M2625,CNC-Machine,2025-02-04,East,Inactive
M2626,Lathe,2024-10-16,East,Active
M2627,Press,2024-11-09,West,Active
M2628,Welder,2023-04-26,South,Inactive
M2629,Compressor,2023-03-04,West,Active
M2630,Welder,2022-09-22,East,Active
M2631,Conveyor,2025-02-18,South,Active
M2632,Conveyor,2023-01-21,West,Inactive
M2633,Packaging Unit,2022-09-09,West,Active
M2634,3D Print,2023-06-11,South,Active
M2635,Press,2024-04-06,East,Inactive
M2636,Laser Cutter,2024-03-10,North,Inactive
M2637,Conveyor,2023-10-14,North,Inactive
M2638,Packaging Unit,2023-10-11,West,Inactive
M2639,Furnace,2024-06-16,East,Inactive
M2640,Compressor,2024-01-31,North,Active
M2641,Compressor,2025-03-15,West,Active
M2642,Conveyor,2023-09-28,East,Inactive
M2643,Mixer,2022-10-26,North,Inactive
M2644,3D Print,2025-05-16,North,Inactive
M2645,Welder,2025-01-03,West,Active
M2646,Pump,2025-07-15,South,Active
M2647,Lathe,2024-08-21,East,Active
M2648,Grinder,2022-09-17,East,Inactive
M2649,Welder,2024-10-14,North,Active
M2650,Conveyor,2024-02-02,West,Inactive
M2651,Furnace,2024-12-02,North,Inactive
M2652,Laser Cutter,2024-01-23,West,Inactive
M2653,Lathe,2023-08-11,North,Inactive
M2654,Furnace,2023-08-30,West,Active
M2655,Pump,2024-09-05,South,Inactive
M2656,Pump,2023-02-11,West,Inactive
M2657,Laser Cutter,2023-04-13,South,Inactive
M2658,Drill,2024-11-10,North,Inactive
M2659,Furnace,2024-04-09,South,Active
M2660,Lathe,2023-11-12,North,Inactive
M2661,CNC-Machine,2023-04-29,East,Inactive
M2662,CNC-Machine,2024-01-26,West,Active
M2663,Packaging Unit,2023-07-11,South,Active
M2664,3D Print,2025-01-11,North,Inactive
M2665,Lathe,2024-12-21,South,Active
M2666,3D Print,2023-11-06,East,Active
M2667,Grinder,2025-05-25,East,Inactive
M2668,Lathe,2025-02-13,North,Active
M2669,Grinder,2025-07-02,East,Inactive
M2670,3D Print,2024-03-13,South,Inactive
M2671,3D Print,2024-10-16,South,Active
M2672,Packaging Unit,2022-12-31,East,Inactive
M2673,3D Print,2023-10-18,East,Active
M2674,3D Print,2022-09-01,North,Active
M2675,Conveyor,2024-11-28,West,Active
M2676,Grinder,2023-05-08,North,Active
M2677,Compressor,2022-07-30,East,Inactive
M2678,Compressor,2025-06-01,West,Active
M2679,Press,2023-11-13,North,Inactive
M2680,CNC-Machine,2024-01-07,East,Active
M2681,Conveyor,2024-07-04,North,Inactive
M2682,Drill,2022-12-05,South,Inactive
M2683,Packaging Unit,2023-11-13,North,Active
M2684,Welder,2025-05-19,North,Inactive
M2685,CNC-Machine,2023-07-29,South,Active
M2686,Compressor,2023-07-23,North,Active
M2687,Drill,2023-01-06,East,Active
M2688,Lathe,2023-10-21,West,Inactive
M2689,3D Print,2023-01-24,South,Active
M2690,Conveyor,2023-09-23,East,Active
M2691,Welder,2023-06-24,North,Inactive
M2692,Laser Cutter,2024-08-09,East,Inactive
M2693,Packaging Unit,2024-10-03,East,Active
M2694,Packaging Unit,2024-08-14,East,Inactive
M2695,Press,2024-05-17,South,Inactive
M2696,Conveyor,2024-08-13,East,Inactive
M2697,Packaging Unit,2024-03-24,West,Inactive
M2698,Pump,2024-12-26,West,Active
M2699,Drill,2024-06-25,West,Active
M2700,Mixer,2024-02-21,South,Inactive
M2701,Press,2023-11-06,West,Inactive
M2702,Furnace,2024-05-08,North,Inactive
M2703,Packaging Unit,2023-12-27,North,Active
M2704,Pump,2024-06-11,North,Inactive
M2705,Mixer,2025-03-15,West,Inactive
M2706,Lathe,2022-10-31,North,Active
M2707,3D Print,2023-11-17,South,Active
M2708,Press,2022-11-06,South,Active
M2709,Conveyor,2023-07-31,North,Inactive
M2710,Compressor,2022-09-25,North,Inactive
M2711,Compressor,2023-12-26,South,Inactive
M2712,Laser Cutter,2024-06-24,South,Active
M2713,3D Print,2024-09-09,East,Active
M2714,Furnace,2024-02-03,East,Active
M2715,Compressor,2023-01-21,South,Inactive
M2716,Furnace,2024-05-28,East,Inactive
M2717,Lathe,2023-08-26,North,Active
M2718,CNC-Machine,2023-05-12,North,Active
M2719,CNC-Machine,2025-02-08,West,Active
M2720,Mixer,2025-06-23,East,Inactive
M2721,Pump,2023-04-22,East,Active
M2722,Press,2024-12-13,East,Active
M2723,Mixer,2024-04-27,North,Inactive
M2724,Compressor,2023-11-27,West,Inactive
M2725,Pump,2023-01-12,East,Inactive
M2726,Welder,2025-01-28,North,Inactive
M2727,Compressor,2024-04-04,West,Active
M2728,Conveyor,2022-10-28,South,Inactive
M2729,Lathe,2023-01-30,East,Active
M2730,Welder,2022-08-23,West,Active
M2731,Drill,2025-07-07,South,Active
M2732,Pump,2024-03-12,East,Active
M2733,CNC-Machine,2023-04-15,North,Active
M2734,Grinder,2023-06-22,East,Inactive
M2735,Drill,2023-03-08,North,Active
M2736,Furnace,2025-07-15,East,Active
M2737,Pump,2025-02-07,South,Active
M2738,Grinder,2024-03-26,North,Active
M2739,Press,2024-12-05,South,Inactive
M2740,Welder,2022-12-26,West,Active
M2741,Lathe,2024-02-01,East,Active
M2742,Laser Cutter,2024-11-05,East,Inactive
M2743,Pump,2023-06-02,South,Active
M2744,Welder,2023-06-10,South,Active
M2745,Packaging Unit,2024-12-14,East,Active
M2746,CNC-Machine,2023-10-05,West,Active
M2747,Grinder,2024-07-05,North,Inactive
M2748,Furnace,2024-07-07,East,Inactive
M2749,Press,2024-06-01,South,Active
M2750,Conveyor,2022-12-14,West,Inactive
M2751,Pump,2023-04-01,West,Inactive
M2752,Mixer,2023-09-26,North,Inactive
M2753,Welder,2023-06-25,North,Active
M2754,Laser Cutter,2023-07-02,South,Active
M2755,Press,2025-05-13,South,Active
M2756,CNC-Machine,2023-10-18,West,Inactive
M2757,Laser Cutter,2023-07-18,South,Active
M2758,Mixer,2025-03-03,North,Inactive
M2759,Packaging Unit,2025-03-09,North,Inactive
M2760,Packaging Unit,2023-03-10,West,Active
M2761,Compressor,2023-12-13,East,Inactive
M2762,Mixer,2024-01-27,North,Active
M2763,Welder,2023-11-23,North,Inactive
M2764,Lathe,2023-04-05,South,Active
M2765,Compressor,2025-04-03,West,Active
M2766,Lathe,2024-07-09,North,Active
M2767,Grinder,2022-08-15,East,Active
M2768,Lathe,2024-02-28,West,Active
M2769,Mixer,2025-05-08,North,Active
M2770,CNC-Machine,2024-04-03,West,Inactive
M2771,Press,2024-09-16,North,Inactive
M2772,Press,2023-03-09,North,Inactive
M2773,Packaging Unit,2023-06-22,South,Active
M2774,Lathe,2023-12-19,West,Active
M2775,Packaging Unit,2022-08-22,East,Inactive
M2776,Packaging Unit,2024-01-19,East,Active
M2777,Lathe,2024-11-08,South,Active
M2778,CNC-Machine,2024-02-05,North,Inactive
M2779,Furnace,2023-09-03,East,Active
M2780,3D Print,2025-01-01,North,Inactive
M2781,Laser Cutter,2023-06-18,East,Inactive
M2782,Conveyor,2023-03-18,South,Inactive
M2783,Compressor,2022-08-07,West,Active
M2784,Conveyor,2024-10-18,East,Inactive
M2785,Furnace,2024-08-28,East,Inactive
M2786,Compressor,2023-03-05,East,Inactive
M2787,Mixer,2025-06-06,North,Active
M2788,Pump,2025-01-22,East,Active
M2789,Lathe,2024-05-25,West,Inactive
M2790,Pump,2025-01-09,West,Active
M2791,Laser Cutter,2023-02-07,West,Active
M2792,CNC-Machine,2024-12-14,West,Inactive
M2793,Mixer,2024-04-06,West,Active
M2794,Press,2023-05-13,South,Inactive
M2795,Grinder,2024-01-13,East,Active
M2796,Pump,2024-03-25,West,Inactive
M2797,Press,2024-04-26,West,Active
M2798,Packaging Unit,2023-08-01,South,Active
M2799,Pump,2022-09-26,North,Inactive
M2800,Packaging Unit,2022-12-06,North,Inactive
M2801,Press,2025-06-21,West,Inactive
M2802,Conveyor,2023-04-19,North,Inactive
M2803,Laser Cutter,2025-04-28,North,Active
M2804,3D Print,2025-05-04,East,Inactive
M2805,Compressor,2023-06-28,South,Active
M2806,3D Print,2022-12-02,East,Active
M2807,Packaging Unit,2023-01-19,West,Active
M2808,Lathe,2022-10-18,East,Inactive
M2809,Mixer,2024-06-11,East,Inactive
M2810,3D Print,2022-08-12,East,Active
M2811,3D Print,2025-01-31,East,Active
M2812,Laser Cutter,2024-07-25,North,Inactive
M2813,Furnace,2025-01-26,West,Inactive
M2814,Compressor,2022-12-29,East,Inactive
M2815,Press,2024-07-29,East,Active
M2816,Welder,2023-02-11,South,Active
M2817,Furnace,2025-04-12,East,Inactive
M2818,Packaging Unit,2024-09-29,South,Active
M2819,CNC-Machine,2024-09-10,East,Inactive
M2820,Welder,2022-08-09,East,Active
M2821,Packaging Unit,2024-06-01,South,Inactive
M2822,Press,2025-05-07,West,Inactive
M2823,Grinder,2023-01-03,South,Inactive
M2824,Grinder,2022-12-19,South,Active
M2825,Packaging Unit,2024-06-12,South,Active
M2826,Compressor,2024-04-25,South,Inactive
M2827,Lathe,2023-08-19,North,Inactive
M2828,Mixer,2024-01-15,West,Active
M2829,Press,2022-12-05,East,Active
M2830,Packaging Unit,2023-07-02,West,Inactive
M2831,Press,2025-06-18,East,Active
M2832,Welder,2022-10-08,South,Inactive
M2833,Furnace,2023-03-24,West,Inactive
M2834,Drill,2022-10-19,South,Inactive
M2835,Drill,2024-05-24,East,Active
M2836,Furnace,2024-05-16,East,Inactive
M2837,Mixer,2023-10-23,West,Active
M2838,Press,2024-01-27,South,Inactive
M2839,Welder,2022-11-07,North,Inactive
M2840,Press,2022-09-01,South,Inactive
M2841,Welder,2023-03-28,South,Active
M2842,Conveyor,2023-11-04,North,Inactive
M2843,Drill,2022-07-31,East,Active
M2844,Pump,2025-02-27,South,Active
M2845,Compressor,2023-03-26,North,Active
M2846,CNC-Machine,2023-10-18,West,Active
M2847,Press,2023-01-17,North,Active
M2848,Drill,2024-04-02,North,Active
M2849,Pump,2023-07-03,South,Inactive
M2850,CNC-Machine,2022-08-03,North,Active
M2851,Packaging Unit,2025-02-19,North,Inactive
M2852,Lathe,2025-05-25,North,Active
M2853,Conveyor,2025-06-02,West,Inactive
M2854,Mixer,2023-07-31,North,Active
M2855,Drill,2022-07-17,West,Inactive
M2856,3D Print,2023-11-19,North,Active
M2857,Press,2024-06-02,North,Active
M2858,Drill,2022-09-08,North,Active
M2859,Packaging Unit,2024-10-14,South,Inactive
M2860,Drill,2023-10-04,West,Inactive
M2861,Compressor,2023-11-25,North,Inactive
M2862,Lathe,2024-10-25,West,Active
M2863,Drill,2025-06-26,West,Active
M2864,3D Print,2023-09-05,East,Active
M2865,Lathe,2022-12-03,East,Inactive
M2866,Pump,2024-06-20,West,Active
M2867,Conveyor,2023-10-14,West,Inactive
M2868,Press,2024-08-04,South,Inactive
M2869,Compressor,2022-10-15,North,Inactive
M2870,Pump,2022-07-24,North,Inactive
M2871,Drill,2024-09-21,East,Active
M2872,Compressor,2025-06-01,South,Active
M2873,Mixer,2024-09-02,West,Inactive
M2874,CNC-Machine,2022-08-26,West,Active
M2875,Drill,2022-08-24,North,Active
M2876,Mixer,2023-06-28,South,Inactive
M2877,Packaging Unit,2023-05-16,West,Inactive
M2878,Press,2024-08-17,East,Active
M2879,CNC-Machine,2024-02-16,East,Active
M2880,Pump,2025-01-12,East,Active
M2881,Grinder,2024-06-09,South,Active
M2882,Grinder,2024-01-03,North,Active
M2883,CNC-Machine,2023-10-30,South,Inactive
M2884,Lathe,2022-11-15,South,Inactive
M2885,Furnace,2024-09-11,West,Active
M2886,Press,2023-04-15,East,Active
M2887,Laser Cutter,2024-01-30,North,Inactive
M2888,Compressor,2025-04-01,West,Inactive
M2889,Laser Cutter,2024-08-14,West,Inactive
M2890,Laser Cutter,2023-07-11,South,Active
M2891,Pump,2022-08-28,East,Inactive
M2892,Drill,2022-10-27,West,Active
M2893,Packaging Unit,2022-10-10,North,Inactive
M2894,Conveyor,2024-09-12,West,Inactive
M2895,3D Print,2023-03-18,East,Inactive
M2896,CNC-Machine,2024-09-29,South,Inactive
M2897,Grinder,2023-01-19,West,Inactive
M2898,Mixer,2023-03-25,South,Inactive
M2899,Packaging Unit,2024-01-24,North,Active
M2900,Furnace,2025-04-13,East,Active
M2901,Grinder,2025-05-22,West,Active
M2902,CNC-Machine,2022-07-28,South,Inactive
M2903,Compressor,2025-03-29,North,Inactive
M2904,Conveyor,2024-11-25,North,Inactive
M2905,Pump,2022-12-30,South,Active
M2906,Grinder,2022-07-22,West,Active
M2907,Laser Cutter,2024-03-21,North,Inactive
M2908,Furnace,2023-03-08,West,Inactive
M2909,Conveyor,2025-04-21,East,Active
M2910,3D Print,2024-11-07,North,Active
M2911,Pump,2025-03-10,South,Inactive
M2912,CNC-Machine,2023-03-18,East,Inactive
M2913,CNC-Machine,2023-12-20,East,Inactive
M2914,Compressor,2022-10-10,East,Active
M2915,3D Print,2023-12-24,South,Inactive
M2916,Press,2024-09-20,West,Active
M2917,Press,2024-11-08,North,Active
M2918,Press,2024-01-14,East,Active
M2919,Pump,2024-12-26,West,Active
M2920,Drill,2025-01-08,West,Inactive
M2921,Drill,2025-03-09,East,Active
M2922,Mixer,2022-10-08,North,Active
M2923,Furnace,2022-11-17,South,Active
M2924,Pump,2025-05-07,West,Active
M2925,CNC-Machine,2022-08-11,West,Active
M2926,3D Print,2024-11-02,East,Inactive
M2927,Furnace,2023-06-17,West,Active
M2928,Mixer,2023-04-18,East,Inactive
M2929,Mixer,2025-04-23,South,Inactive
M2930,Lathe,2023-01-30,East,Active
M2931,3D Print,2022-12-19,South,Active
M2932,Press,2025-02-25,North,Inactive
M2933,Compressor,2023-12-25,West,Inactive
M2934,Packaging Unit,2025-06-12,North,Inactive
M2935,Press,2024-10-24,West,Active
M2936,Mixer,2023-04-03,South,Active
M2937,Conveyor,2022-07-24,South,Inactive
M2938,Grinder,2022-11-22,North,Active
M2939,Furnace,2023-03-02,East,Inactive
M2940,Packaging Unit,2023-12-09,West,Inactive
M2941,3D Print,2023-05-19,South,Active
M2942,Pump,2024-07-25,South,Active
M2943,CNC-Machine,2023-12-17,South,Active
M2944,Pump,2022-09-28,West,Active
M2945,Grinder,2023-03-21,North,Inactive
M2946,Furnace,2024-05-07,North,Inactive
M2947,Compressor,2023-06-16,South,Inactive
M2948,CNC-Machine,2023-06-14,East,Active
M2949,Laser Cutter,2022-08-15,North,Active
M2950,Laser Cutter,2024-07-05,West,Active
M2951,Laser Cutter,2023-11-22,North,Active
M2952,Laser Cutter,2023-06-24,West,Inactive
M2953,3D Print,2025-04-14,South,Inactive
M2954,Lathe,2024-04-13,North,Active
M2955,Drill,2022-12-30,South,Inactive
M2956,3D Print,2023-07-19,North,Inactive
M2957,3D Print,2023-11-22,East,Inactive
M2958,Grinder,2023-12-23,North,Inactive
M2959,3D Print,2023-10-18,West,Active
M2960,Laser Cutter,2022-10-25,South,Inactive
M2961,3D Print,2022-10-27,South,Active
M2962,Welder,2024-03-15,North,Inactive
M2963,Pump,2023-06-01,East,Active
M2964,Grinder,2023-11-08,North,Active
M2965,Grinder,2024-01-15,West,Active
M2966,Pump,2025-07-01,South,Active
M2967,Packaging Unit,2024-09-22,North,Active
M2968,CNC-Machine,2024-02-21,North,Active
M2969,Drill,2024-02-19,South,Inactive
M2970,Grinder,2022-10-18,North,Inactive
M2971,Grinder,2024-01-10,North,Active
M2972,Grinder,2023-04-22,South,Active
M2973,Compressor,2024-06-13,West,Inactive
M2974,Welder,2023-04-11,South,Active
M2975,Packaging Unit,2025-05-18,West,Active
M2976,Conveyor,2025-04-18,East,Inactive
M2977,Grinder,2025-01-09,North,Inactive
M2978,Compressor,2025-05-15,West,Active
M2979,Drill,2022-09-01,West,Inactive
M2980,Conveyor,2025-06-15,North,Inactive
M2981,Press,2024-07-30,South,Inactive
M2982,Furnace,2023-06-20,West,Active
M2983,Conveyor,2024-09-13,East,Inactive
M2984,Packaging Unit,2024-07-15,South,Inactive
M2985,Lathe,2025-02-11,South,Active
M2986,Grinder,2023-08-18,West,Inactive
M2987,CNC-Machine,2023-06-13,South,Inactive
M2988,Welder,2025-05-09,North,Active
M2989,Conveyor,2023-08-27,West,Inactive
M2990,3D Print,2022-10-05,West,Inactive
M2991,Drill,2023-01-05,West,Inactive
M2992,Lathe,2023-10-04,West,Active
M2993,3D Print,2024-08-16,North,Inactive
M2994,Lathe,2024-12-06,West,Active
M2995,Grinder,2024-07-12,East,Inactive
M2996,Conveyor,2025-01-08,West,Inactive
M2997,Packaging Unit,2023-07-16,North,Inactive
M2998,3D Print,2024-05-10,North,Active
M2999,Laser Cutter,2022-12-31,South,Active
M3000,Packaging Unit,2023-12-07,South,Active
M3001,Press,2024-02-07,West,Inactive
M3002,Compressor,2023-09-20,East,Inactive
M3003,Pump,2025-03-13,West,Active
M3004,Laser Cutter,2023-05-12,West,Inactive
M3005,Mixer,2023-09-09,North,Inactive
M3006,Pump,2024-06-17,East,Active
M3007,Conveyor,2024-01-29,North,Active
M3008,Drill,2023-11-05,North,Active
M3009,Conveyor,2024-06-20,West,Active
M3010,Conveyor,2022-07-18,South,Inactive
M3011,Laser Cutter,2022-07-21,West,Active
M3012,Press,2022-12-15,West,Inactive
M3013,Compressor,2023-06-06,West,Active
M3014,Grinder,2022-10-05,West,Inactive
M3015,Conveyor,2024-03-31,South,Active
M3016,Furnace,2024-08-17,West,Active
M3017,Mixer,2022-10-23,South,Inactive
M3018,Press,2023-12-31,West,Active
M3019,Press,2025-05-19,North,Inactive
M3020,Furnace,2025-04-10,North,Inactive
M3021,Furnace,2025-03-02,South,Active
M3022,Press,2022-10-23,North,Active
M3023,Lathe,2025-06-10,East,Active
M3024,3D Print,2023-07-03,North,Active
M3025,Conveyor,2023-02-13,South,Active
M3026,Conveyor,2025-04-06,South,Inactive
M3027,Lathe,2024-06-04,East,Inactive
M3028,Packaging Unit,2022-11-10,East,Active
M3029,Laser Cutter,2023-09-25,East,Inactive
M3030,Laser Cutter,2025-02-23,South,Active
M3031,Mixer,2024-07-01,East,Inactive
M3032,Compressor,2023-03-08,East,Active
M3033,Welder,2024-10-24,North,Active
M3034,Pump,2025-03-27,North,Active
M3035,Pump,2024-02-16,North,Active
M3036,Grinder,2022-10-08,East,Inactive
M3037,Pump,2022-12-31,South,Inactive
M3038,Lathe,2022-10-04,West,Active
M3039,CNC-Machine,2023-10-22,South,Active
M3040,Compressor,2024-02-02,South,Active
M3041,Packaging Unit,2025-03-11,North,Inactive
M3042,Mixer,2022-12-21,South,Inactive
M3043,Welder,2023-03-07,South,Active
M3044,Drill,2024-06-14,South,Inactive
M3045,Furnace,2024-10-26,West,Active
M3046,Grinder,2024-03-21,North,Active
M3047,Mixer,2022-12-22,North,Inactive
M3048,Mixer,2025-06-12,West,Active
M3049,3D Print,2025-02-08,North,Inactive
M3050,Mixer,2024-04-22,South,Active
M3051,Lathe,2024-08-05,South,Inactive
M3052,Furnace,2022-10-01,North,Inactive
M3053,Grinder,2022-08-05,South,Inactive
M3054,Compressor,2023-01-07,North,Active
M3055,Packaging Unit,2024-07-09,North,Inactive
M3056,Conveyor,2023-05-29,North,Active
M3057,Lathe,2023-08-28,North,Active
M3058,Compressor,2023-05-06,West,Active
M3059,Mixer,2023-03-12,West,Active
M3060,Packaging Unit,2024-05-04,East,Inactive
M3061,Laser Cutter,2023-07-24,North,Active
M3062,Pump,2023-04-14,North,Inactive
M3063,Compressor,2022-10-06,West,Inactive
M3064,3D Print,2024-02-19,East,Inactive
M3065,Press,2023-11-22,North,Inactive
M3066,Furnace,2024-06-22,West,Active
M3067,Welder,2025-03-15,East,Active
M3068,Welder,2024-07-06,West,Active
M3069,Compressor,2022-11-29,North,Inactive
M3070,Laser Cutter,2024-05-24,East,Active
M3071,Laser Cutter,2024-08-06,West,Active
M3072,Welder,2022-07-20,South,Inactive
M3073,Compressor,2024-10-03,South,Active
M3074,Drill,2024-07-22,East,Active
M3075,Grinder,2023-11-16,South,Active
M3076,3D Print,2023-11-01,West,Active
M3077,Furnace,2023-12-21,East,Inactive
M3078,Mixer,2025-05-25,West,Active
M3079,Grinder,2024-05-09,West,Active
M3080,Lathe,2024-01-18,East,Inactive
M3081,Press,2024-09-06,East,Inactive
M3082,Laser Cutter,2025-05-27,East,Inactive
M3083,Press,2023-05-18,East,Inactive
M3084,Lathe,2024-08-04,North,Inactive
M3085,Grinder,2024-05-25,South,Inactive
M3086,3D Print,2024-06-16,West,Inactive
M3087,Press,2024-05-02,South,Inactive
M3088,Laser Cutter,2023-08-14,West,Inactive
M3089,Lathe,2023-06-28,South,Inactive
M3090,Compressor,2023-12-07,East,Inactive
M3091,Mixer,2024-03-05,West,Inactive
M3092,Grinder,2023-02-20,North,Active
M3093,3D Print,2025-02-15,South,Inactive
M3094,Lathe,2023-06-30,South,Inactive
M3095,Laser Cutter,2024-07-04,North,Active
M3096,Press,2023-05-18,North,Inactive
M3097,Pump,2023-09-23,West,Active
M3098,Lathe,2023-04-12,East,Inactive
M3099,Conveyor,2023-09-22,East,Active
M3100,Mixer,2025-03-13,West,Inactive
M3101,Press,2025-07-03,North,Active
M3102,Pump,2023-03-28,East,Active
M3103,Laser Cutter,2023-04-17,East,Inactive
M3104,Drill,2022-09-28,East,Active
M3105,Compressor,2024-12-29,West,Active
M3106,CNC-Machine,2022-11-11,West,Inactive
M3107,Press,2024-01-23,East,Active
M3108,Pump,2023-12-19,North,Active
M3109,Furnace,2023-01-06,East,Inactive
M3110,Packaging Unit,2023-03-02,East,Active
M3111,Welder,2024-01-11,North,Inactive
M3112,Furnace,2023-10-21,South,Active
M3113,CNC-Machine,2023-08-29,North,Inactive
M3114,Furnace,2024-03-08,North,Active
M3115,CNC-Machine,2023-10-08,West,Inactive
M3116,Pump,2023-09-28,West,Inactive
M3117,3D Print,2024-02-24,South,Active
M3118,Pump,2025-01-17,South,Active
M3119,Lathe,2023-01-08,East,Active
M3120,Conveyor,2022-11-27,East,Active
M3121,Drill,2025-06-07,North,Active
M3122,Laser Cutter,2022-10-16,South,Inactive
M3123,Lathe,2022-10-19,West,Inactive
M3124,Welder,2024-09-22,East,Active
M3125,3D Print,2024-04-08,West,Inactive
M3126,Press,2022-10-04,West,Active
M3127,Drill,2024-05-25,North,Active
